UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
P50454,SERPH_HUMAN,418,Serpin H1,Acetylation; Chaperone; Endoplasmic reticulum; Glycoprotein;Osteogenesis imperfecta; Phosphoprotein; Reference proteome; Signal;Stress response.,BioGRID,
O95363,SYFM_HUMAN,451,"Phenylalanine--tRNA ligase, mitochondrial",3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding;Disease variant; Hereditary spastic paraplegia; Ligase; Mitochondrion;Neurodegeneration; Nucleotide-binding; Primary mitochondrial disease;Protein biosynthesis; Reference proteome; Transit peptide.,Gene Ontology,
Q9UJQ4,SALL4_HUMAN,1053,Sal-like protein 4,3D-structure; Alternative splicing; Cytoplasm; Deafness; Disease variant;DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Oncogene;Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,STRING,Heterochromatin-associated;DNA-binding transcription factors
P28702,RXRB_HUMAN,533,Retinoic acid receptor RXR-beta,3D-structure; Alternative splicing; Cytoplasm; DNA-binding; Metal-binding;Methylation; Nucleus; Receptor; Reference proteome; Transcription;Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
O76064,RNF8_HUMAN,485,E3 ubiquitin-protein ligase RNF8 {ECO:0000255|HAMAP-Rule:MF_03067},3D-structure; Alternative splicing; Cell cycle; Cell division;Chromatin regulator; Chromosome; Cytoplasm; Direct protein sequencing;DNA damage; DNA repair; Host-virus interaction; Metal-binding; Mitosis;Nucleus; Phosphoprotein; Reference proteome; Telomere; Transferase;Ubl conjugation; Ubl conjugation pathway; Zinc; Zinc-finger.,Gene Ontology,Histone PTM writers;DNA repair;Telomere-associated
P60842,IF4A1_HUMAN,406,Eukaryotic initiation factor 4A-I,3D-structure; Acetylation; Alternative splicing; ATP-binding; Helicase;Host-virus interaction; Hydrolase; Initiation factor; Isopeptide bond;Nucleotide-binding; Phosphoprotein; Protein biosynthesis;Reference proteome; RNA-binding; Ubl conjugation.,Gene Ontology,
Q5SXM2,SNPC4_HUMAN,1469,snRNA-activating protein complex subunit 4,3D-structure; DNA-binding; Nucleus; Phosphoprotein; Reference proteome;Repeat; Transcription; Transcription regulation.,Gene Ontology,DNA-templated transcription
P06744,G6PI_HUMAN,558,Glucose-6-phosphate isomerase {ECO:0000303|PubMed:2387591},3D-structure; Acetylation; Alternative splicing; Cytokine; Cytoplasm;Direct protein sequencing; Disease variant; Gluconeogenesis; Glycolysis;Growth factor; Hereditary hemolytic anemia; Hydroxylation; Isomerase;Phosphoprotein; Reference proteome; Secreted; Ubl conjugation.,Gene Ontology,
Q9Y3A5,SBDS_HUMAN,250,Ribosome maturation protein SBDS,3D-structure; Acetylation; Cytoplasm; Cytoskeleton;Direct protein sequencing; Disease variant; Nucleus; Reference proteome;Ribosome biogenesis.,Gene Ontology,
O43818,U3IP2_HUMAN,475,U3 small nucleolar RNA-interacting protein 2,3D-structure; Acetylation; Direct protein sequencing; Isopeptide bond;Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat;Ribonucleoprotein; RNA-binding; rRNA processing; Ubl conjugation;WD repeat.,Gene Ontology,Preribosome-associated
Q15648,MED1_HUMAN,1581,Mediator of RNA polymerase II transcription subunit 1,3D-structure; Acetylation; Activator; Alternative splicing;Direct protein sequencing; DNA-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation.,Gene Ontology,Regulation of transcription;DNA-templated transcription
Q6PJG2,MDEAS_HUMAN,1045,Mitotic deacetylase-associated SANT domain protein {ECO:0000312|HGNC:HGNC:19853},3D-structure; Acetylation; DNA-binding; Isopeptide bond; Methylation;Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,
P17931,LEG3_HUMAN,250,Galectin-3,3D-structure; Acetylation; Cytoplasm; Differentiation; Disulfide bond;IgE-binding protein; Immunity; Innate immunity; Lectin; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Repeat;Secreted; Spliceosome.,Gene Ontology,RNA processing
P54136,SYRC_HUMAN,660,"Arginine--tRNA ligase, cytoplasmic",3D-structure; Acetylation; Alternative initiation;Aminoacyl-tRNA synthetase; ATP-binding; Cytoplasm;Direct protein sequencing; Disease variant; Leukodystrophy; Ligase;Nucleotide-binding; Protein biosynthesis; Reference proteome.,Gene Ontology,
Q9H1J1,REN3A_HUMAN,476,Regulator of nonsense transcripts 3A,3D-structure; Alternative splicing; Cytoplasm; mRNA transport;Nonsense-mediated mRNA decay; Nucleus; Phosphoprotein; Reference proteome;RNA-binding; Transport.,Gene Ontology,
Q9UK61,TASOR_HUMAN,1670,Protein TASOR {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Chromosome;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,Heterochromatin-associated
Q15050,RRS1_HUMAN,365,Ribosome biogenesis regulatory protein homolog,3D-structure; Acetylation; Citrullination; Direct protein sequencing;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Ribosome biogenesis; Ubl conjugation.,Gene Ontology,Preribosome-associated
Q9C000,NLRP1_HUMAN,1473,"NACHT, LRR and PYD domains-containing protein 1, N-terminus {ECO:0000305}",3D-structure; Alternative splicing; ATP-binding; Cytoplasm;Direct protein sequencing; Disease variant; Ectodermal dysplasia;Host-virus interaction; Hydrolase; Immunity; Inflammasome;Inflammatory response; Innate immunity; Leucine-rich repeat; Necrosis;Nucleotide-binding; Nucleus; Phosphoprotein; Protease; Reference proteome;Repeat; Ubl conjugation.,Gene Ontology,
P84090,ERH_HUMAN,104,Enhancer of rudimentary homolog,3D-structure; Acetylation; Cell cycle; Direct protein sequencing;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Ubl conjugation.,Gene Ontology,Methylated DNA binding
Q86WX3,AROS_HUMAN,136,Active regulator of SIRT1,3D-structure; Citrullination; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,
Q3KQU3,MA7D1_HUMAN,841,MAP7 domain-containing protein 1,Alternative splicing; Coiled coil; Cytoplasm; Cytoskeleton;Isopeptide bond; Phosphoprotein; Reference proteome; Ubl conjugation.,BioGRID,
P22492,H1T_HUMAN,207,Histone H1t,Chromosome; Citrullination; Developmental protein; Differentiation;DNA-binding; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis.,BioGRID,Histones
P63220,RS21_HUMAN,83,Small ribosomal subunit protein eS21 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Endoplasmic reticulum; Isopeptide bond; Reference proteome;Ribonucleoprotein; Ribosomal protein; Ubl conjugation.,Gene Ontology,
P55084,ECHB_HUMAN,474,3-ketoacyl-CoA thiolase,3D-structure; Acetylation; Acyltransferase; Alternative splicing;Direct protein sequencing; Disease variant; Endoplasmic reticulum;Fatty acid metabolism; Lipid metabolism; Membrane; Mitochondrion;Mitochondrion inner membrane; Mitochondrion outer membrane;Reference proteome; Transferase; Transit peptide.,Gene Ontology,
O94761,RECQ4_HUMAN,1208,ATP-dependent DNA helicase Q4,3D-structure; ATP-binding; Cataract; Craniosynostosis; Cytoplasm;Disease variant; DNA-binding; Dwarfism; Helicase; Hydrolase; Isomerase;Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Zinc.,Gene Ontology,DNA replication;DNA repair;Telomere-associated;DNA-modifying enzymes
Q9H361,PABP3_HUMAN,631,Polyadenylate-binding protein 3,3D-structure; Cytoplasm; Isopeptide bond; Methylation; Phosphoprotein;Reference proteome; Repeat; RNA-binding; Ubl conjugation.,Gene Ontology,
O60306,AQR_HUMAN,1485,RNA helicase aquarius {ECO:0000303|PubMed:25599396},3D-structure; Acetylation; ATP-binding; Helicase; Hydrolase;mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus;Reference proteome; RNA-binding; Spliceosome.,Gene Ontology,RNA processing
Q9P013,CWC15_HUMAN,229,Spliceosome-associated protein CWC15 homolog,3D-structure; Acetylation; Coiled coil; Direct protein sequencing;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Spliceosome.,Gene Ontology,
P0DPK2,H3Y1_HUMAN,136,Histone H3.Y {ECO:0000303|PubMed:20819935},3D-structure; Acetylation; Chromosome; Citrullination; Hydroxylation;Methylation; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,Histones
Q08211,DHX9_HUMAN,1270,ATP-dependent RNA helicase A {ECO:0000305},3D-structure; Acetylation; Activator; Alternative splicing; ATP-binding;Biological rhythms; Cytoplasm; Cytoskeleton; Direct protein sequencing;DNA replication; DNA-binding; Helicase; Host-virus interaction; Hydrolase;Immunity; Inflammatory response; Innate immunity; Isopeptide bond;Manganese; Metal-binding; Methylation; mRNA processing; mRNA splicing;mRNA transport; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; RNA-binding; RNA-mediated gene silencing;Transcription; Transcription regulation; Transcription termination;Translation regulation; Transport; Ubl conjugation.,Gene Ontology,DNA replication;RNA processing;DNA-modifying enzymes;DNA-templated transcription
Q9H1D9,RPC6_HUMAN,316,DNA-directed RNA polymerase III subunit RPC6,3D-structure; Acetylation; Antiviral defense; DNA-binding;DNA-directed RNA polymerase; Immunity; Innate immunity; Isopeptide bond;Nucleus; Reference proteome; Transcription; Ubl conjugation.,Gene Ontology,RNA polymerases;DNA-templated transcription
Q9NY61,AATF_HUMAN,560,Protein AATF,3D-structure; Acetylation; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,Preribosome-associated
Q9NPC7,MYNN_HUMAN,610,Myoneurin,3D-structure; Alternative splicing; DNA-binding; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
O95644,NFAC1_HUMAN,943,"Nuclear factor of activated T-cells, cytoplasmic 1",3D-structure; Activator; Alternative initiation; Alternative splicing;Cytoplasm; DNA-binding; Nucleus; Phosphoprotein; Reference proteome;Repeat; Repressor; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors
P42285,MTREX_HUMAN,1042,Exosome RNA helicase MTR4 {ECO:0000305},3D-structure; Acetylation; ATP-binding; Direct protein sequencing;DNA damage; Helicase; Hydrolase; Isopeptide bond; mRNA processing;mRNA splicing; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; rRNA processing; Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
Q8IZ69,TRM2A_HUMAN,625,tRNA (uracil-5-)-methyltransferase homolog A {ECO:0000305},3D-structure; Alternative splicing; Coiled coil; Cytoplasm;Methyltransferase; mRNA processing; Phosphoprotein; Reference proteome;RNA-binding; S-adenosyl-L-methionine; Transferase; tRNA processing.,Gene Ontology,
P43351,RAD52_HUMAN,418,DNA repair protein RAD52 homolog,3D-structure; Alternative splicing; DNA damage; DNA recombination;DNA repair; DNA-binding; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,DNA repair;DNA recombination
Q96CB9,NSUN4_HUMAN,384,5-methylcytosine rRNA methyltransferase NSUN4,3D-structure; Alternative splicing; Methyltransferase; Mitochondrion;Phosphoprotein; Reference proteome; Ribosome biogenesis; RNA-binding;rRNA processing; rRNA-binding; S-adenosyl-L-methionine; Transferase;Transit peptide.,Gene Ontology,
Q86YC2,PALB2_HUMAN,1186,Partner and localizer of BRCA2,3D-structure; Coiled coil; Disease variant; DNA damage; DNA recombination;DNA repair; DNA-binding; Fanconi anemia; Nucleus; Phosphoprotein;Reference proteome; Repeat; Tumor suppressor; WD repeat.,Gene Ontology,DNA repair
P49458,SRP09_HUMAN,86,Signal recognition particle 9 kDa protein,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Reference proteome; Ribonucleoprotein;RNA-binding; Signal recognition particle.,Gene Ontology,
O95718,ERR2_HUMAN,433,Steroid hormone receptor ERR2 {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Chromosome; Cytoplasm;Deafness; Disease variant; DNA-binding; Metal-binding;Non-syndromic deafness; Nucleus; Receptor; Reference proteome;Transcription; Transcription regulation; Zinc; Zinc-finger.,STRING,Nuclear hormone receptors;DNA-binding transcription factors;Pioneer TFs
P84022,SMAD3_HUMAN,425,Mothers against decapentaplegic homolog 3,3D-structure; Acetylation; ADP-ribosylation; Alternative splicing;Aortic aneurysm; Cytoplasm; Disease variant; DNA-binding;Host-virus interaction; Isopeptide bond; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation; Zinc.,STRING,Regulation of transcription;DNA-binding transcription factors
Q9UPW6,SATB2_HUMAN,733,DNA-binding protein SATB2,3D-structure; Alternative splicing; Chromatin regulator;Chromosomal rearrangement; Developmental protein; Disease variant;DNA-binding; Homeobox; Intellectual disability; Isopeptide bond; Nucleus;Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
Q8WXF1,PSPC1_HUMAN,523,Paraspeckle component 1,3D-structure; Acetylation; Activator; Alternative splicing;Biological rhythms; Coiled coil; Cytoplasm; Direct protein sequencing;Immunity; Innate immunity; Methylation; Nucleus; Phosphoprotein;Reference proteome; Repeat; Repressor; RNA-binding; Transcription;Transcription regulation.,Gene Ontology,
P31483,TIA1_HUMAN,386,Cytotoxic granule associated RNA binding protein TIA1 {ECO:0000312|HGNC:HGNC:11802},3D-structure; Acetylation; Alternative splicing;Amyotrophic lateral sclerosis; Apoptosis; Cytoplasm; Disease variant;mRNA processing; mRNA splicing; Neurodegeneration; Nucleus;Reference proteome; Repeat; RNA-binding.,Gene Ontology,
P35659,DEK_HUMAN,375,Protein DEK,3D-structure; Acetylation; ADP-ribosylation; Alternative splicing;Chromatin regulator; Chromosomal rearrangement; Direct protein sequencing;DNA-binding; Nucleus; Phosphoprotein; Proto-oncogene; Reference proteome.,Gene Ontology,Chromatin remodelers;DNA-templated transcription
P03372,ESR1_HUMAN,595,Estrogen receptor,3D-structure; Activator; Alternative promoter usage; Alternative splicing;Cell membrane; Cytoplasm; Direct protein sequencing; Disease variant;DNA-binding; Glycoprotein; Golgi apparatus; Lipid-binding; Lipoprotein;Membrane; Metal-binding; Methylation; Nucleus; Palmitate; Phosphoprotein;Receptor; Reference proteome; Steroid-binding; Transcription;Transcription regulation; Transmembrane; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,Nuclear hormone receptors;Euchromatin-associated;DNA-binding transcription factors;DNA-templated transcription
O15344,TRI18_HUMAN,667,E3 ubiquitin-protein ligase Midline-1,3D-structure; Alternative splicing; Coiled coil; Cytoplasm; Cytoskeleton;Disease variant; Metal-binding; Microtubule; Phosphoprotein;Reference proteome; Repeat; Transferase; Ubl conjugation pathway; Zinc;Zinc-finger.,Gene Ontology,
Q96NC0,ZMAT2_HUMAN,199,Zinc finger matrin-type protein 2,3D-structure; Acetylation; DNA-binding; Isopeptide bond; Metal-binding;mRNA processing; mRNA splicing; Nucleus; Reference proteome; Spliceosome;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
P67870,CSK2B_HUMAN,215,Casein kinase II subunit beta,3D-structure; Acetylation; Disease variant; Epilepsy;Intellectual disability; Isopeptide bond; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Ubl conjugation; Wnt signaling pathway;Zinc.,Gene Ontology,Preribosome-associated
P62316,SMD2_HUMAN,118,Small nuclear ribonucleoprotein Sm D2,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Isopeptide bond; mRNA processing; mRNA splicing;Nucleus; Phosphoprotein; Reference proteome; Ribonucleoprotein;Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing;RNA modification
Q8TEA1,NSUN6_HUMAN,469,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 {ECO:0000305},3D-structure; Acetylation; Cytoplasm; Methyltransferase;Reference proteome; RNA-binding; S-adenosyl-L-methionine; Transferase.,Gene Ontology,
P11940,PABP1_HUMAN,636,Polyadenylate-binding protein 1 {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Cell projection;Cytoplasm; Direct protein sequencing; Host-virus interaction; Methylation;mRNA processing; mRNA splicing; Nonsense-mediated mRNA decay; Nucleus;Phosphoprotein; Reference proteome; Repeat; RNA-binding; Spliceosome.,Gene Ontology,RNA processing
P55317,FOXA1_HUMAN,472,Hepatocyte nuclear factor 3-alpha,3D-structure; Activator; Alternative splicing; Chromatin regulator;Developmental protein; DNA-binding; Nucleus; Phosphoprotein;Reference proteome; Repressor; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors;Pioneer TFs
Q6ZN18,AEBP2_HUMAN,517,Zinc finger protein AEBP2,3D-structure; Acetylation; Alternative splicing; Chromatin regulator;DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome;Repeat; Repressor; Transcription; Transcription regulation; Zinc;Zinc-finger.,Gene Ontology,
P29590,PML_HUMAN,882,Protein PML,3D-structure; Acetylation; Activator; Alternative splicing;Antiviral defense; Apoptosis; Biological rhythms;Chromosomal rearrangement; Coiled coil; Cytoplasm; DNA-binding;Endoplasmic reticulum; Endosome; Host-virus interaction; Immunity;Innate immunity; Isopeptide bond; Membrane; Metal-binding; Nucleus;Phosphoprotein; Proto-oncogene; Reference proteome; Repeat; Transcription;Transcription regulation; Transferase; Tumor suppressor; Ubl conjugation;Zinc; Zinc-finger.,Gene Ontology,Telomere-associated
